Event_ID,V_rms_pu,V_peak_pu,Crest_Factor,THD_percent,Duration_ms,Dominant_Freq_Hz,Freq_Hz,SNR_dB,Label
PQ_02484,0.7127,1.6306,2.288,1.946,5,50,50.005,51.51,Transient
PQ_02485,0.7043,1.012,1.437,0.109,0,50,49.962,41.96,Normal
PQ_02486,0.4729,1.0011,2.117,9.278,111.3,50,50.002,53.35,Interruption
PQ_02487,0.7147,1.0265,1.436,0.155,0,50,49.956,40.06,Normal
PQ_02488,0.7136,1.7401,2.438,1.121,5,50,49.956,47.89,Transient
PQ_02489,0.6545,1.0119,1.546,0.548,112.3,50,49.987,40.56,Sag
PQ_02490,0.708,1.0475,1.479,5.089,0,50,49.998,54.49,Harmonics
PQ_02491,0.6941,1.0075,1.451,0.162,0,50,50.041,37.77,Normal
PQ_02492,0.7086,1.0549,1.489,0.23,0,50,50.032,37.27,Flicker
PQ_02493,0.7065,1.0021,1.418,0.032,0,50,50.002,51.75,Normal
PQ_02494,0.7079,1.029,1.454,4.249,0,50,49.978,37.12,Harmonics
PQ_02495,0.7093,0.9654,1.361,7.834,0,50,49.986,50.48,Harmonics
PQ_02496,0.4852,1.0063,2.074,10.074,103.3,50,49.998,40.95,Interruption
PQ_02497,0.628,1.0141,1.615,3.439,40.6,50,50.011,41.66,Interruption
PQ_02498,0.7089,0.9943,1.403,7.439,0,50,50.013,43.9,Harmonics
PQ_02499,0.6671,1.0112,1.516,0.402,88.4,50,50.002,43.17,Sag
PQ_02500,0.4399,1.0012,2.276,9.607,126.7,50,49.969,52.22,Sag
PQ_02501,0.8914,1.7297,1.941,0.488,60.2,50,49.98,42.82,Swell
PQ_02502,0.7131,1.0151,1.423,0.053,0,50,49.99,47.71,Normal
PQ_02503,0.4331,1.01,2.332,4.77,133.6,50,50.004,36.55,Sag
PQ_02504,0.7079,1.0172,1.437,1.696,0,50,50.012,40.71,Notch
PQ_02505,0.7013,1.0222,1.458,0.228,0,50,50.007,35.88,Normal
PQ_02506,0.7077,1.027,1.451,3.484,0,50,49.967,45.21,Harmonics
PQ_02507,0.7095,1.0266,1.447,8.417,0,50,49.997,47.02,Harmonics
PQ_02508,0.7081,1.0242,1.446,0.068,0,50,49.992,46.71,Flicker
PQ_02509,0.7172,1.0185,1.42,0.04,0,50,49.996,49.96,Normal
PQ_02510,0.7029,1.0005,1.423,0.064,0,50,49.989,48.2,Normal
PQ_02511,0.9204,1.5549,1.689,0.591,98.3,50,49.982,51.34,Swell
PQ_02512,0.5869,1.0072,1.716,6.281,62.7,50,49.967,44.96,Sag
PQ_02513,0.7079,1.0144,1.433,0.041,0,50,49.999,51.12,Flicker
PQ_02514,0.2828,1.0029,3.546,8.295,168.5,50,49.993,41.71,Interruption
PQ_02515,0.709,1.0446,1.473,7.054,0,50,49.986,45.63,Harmonics
PQ_02516,0.7135,1.8898,2.649,1.023,5,50,50.044,53.78,Transient
PQ_02517,0.7099,1.1058,1.558,8.25,0,50,50.009,36.68,Harmonics
PQ_02518,0.7082,1.0411,1.47,0.169,0,50,50.009,39.89,Flicker
PQ_02519,0.7018,1.0081,1.436,0.147,0,50,49.963,39.29,Normal
PQ_02520,0.6968,0.9913,1.423,0.07,0,50,50.016,47.64,Normal
PQ_02521,0.7075,1.0475,1.481,0.219,0,50,49.975,37.88,Flicker
PQ_02522,0.7157,1.0344,1.445,0.186,0,50,50.004,37.77,Normal
PQ_02523,0.6993,0.9933,1.42,0.031,0,50,49.99,52.49,Normal
PQ_02524,0.7116,1.0267,1.443,0.191,0,50,50.014,39.42,Normal
PQ_02525,0.7116,1.0152,1.427,0.138,0,50,49.994,42.79,Normal
PQ_02526,0.7087,1.0457,1.476,2.067,5,50,49.983,39.74,Transient
PQ_02527,0.7018,1.0045,1.431,0.088,0,50,49.988,43.03,Normal
PQ_02528,0.7083,1.0166,1.435,2.986,0,50,50.019,41.2,Notch
PQ_02529,0.7106,1.0528,1.482,0.077,0,50,50.011,46.2,Flicker
PQ_02530,0.7058,1.0158,1.439,0.109,0,50,50.021,42.39,Normal
PQ_02531,0.7086,1.0089,1.424,0.074,0,50,50.004,45.9,Normal
PQ_02532,0.7045,1.0197,1.448,0.26,0,50,49.992,35.64,Normal
PQ_02533,0.7057,1.0124,1.435,0.126,0,50,50.024,41.11,Normal
PQ_02534,0.7084,1.0105,1.426,0.094,0,50,50.01,44.53,Normal
PQ_02535,0.7098,1.054,1.485,8.775,0,50,50.01,38.78,Harmonics
PQ_02536,0.7101,1.1127,1.567,9.142,0,50,49.954,40.12,Harmonics
PQ_02537,0.7094,1.0583,1.492,7.506,0,50,49.966,38.67,Harmonics
PQ_02538,0.4366,1.0094,2.312,12.39,122.6,50,49.973,37.5,Interruption
PQ_02539,0.7166,1.6134,2.252,10.411,5,50,49.989,49.43,Transient
PQ_02540,0.7075,1.0143,1.434,0.912,5,50,49.993,41.07,Transient
PQ_02541,0.7032,0.9981,1.419,0.034,0,50,50.036,51.87,Normal
PQ_02542,0.7083,1.0131,1.43,3.326,0,50,50.01,46.46,Notch
PQ_02543,0.7091,1.1326,1.597,7.511,0,50,49.996,36.87,Harmonics
PQ_02544,0.71,1.0128,1.426,0.094,0,50,50.058,44.93,Normal
PQ_02545,0.7094,1.1381,1.604,0.893,5,50,49.997,46.33,Transient
PQ_02546,0.7092,1.0059,1.418,0.034,0,50,49.981,52.14,Normal
PQ_02547,0.4652,1.0129,2.177,5.535,126.7,50,50.029,37.75,Sag
PQ_02548,0.7131,1.0151,1.423,0.06,0,50,50.019,46.99,Normal
PQ_02549,0.7166,1.0271,1.433,0.036,0,50,49.98,53.58,Flicker
PQ_02550,0.6399,1.0029,1.567,6.526,33.2,50,50.016,51.41,Sag
PQ_02551,0.7085,1.0559,1.49,0.37,5,50,49.978,37.13,Transient
PQ_02552,0.7077,1.0704,1.512,4.751,0,50,50.017,46.87,Harmonics
PQ_02553,0.7089,1.0175,1.435,0.161,0,50,49.974,39.35,Normal
PQ_02554,0.6991,0.9919,1.419,0.027,0,50,50.044,53.16,Normal
PQ_02555,0.7088,1.0244,1.445,7.238,0,50,50.023,47.72,Harmonics
PQ_02556,0.2785,1.0025,3.599,5.644,169.4,50,49.992,45.29,Interruption
PQ_02557,0.7093,1.9607,2.764,0.617,5,50,49.989,41.11,Transient
PQ_02558,0.6168,1.0118,1.64,1.101,108.9,50,50.017,41.55,Sag
PQ_02559,0.619,1.0044,1.623,1.264,99,50,50.021,46.88,Sag
PQ_02560,0.7109,1.3831,1.945,1.791,5,50,50.015,39.56,Transient
PQ_02561,0.5751,1.0048,1.747,1.443,108.3,50,49.989,45.65,Sag
PQ_02562,0.5975,1.0053,1.683,5.259,55.8,50,50.014,47.5,Sag
PQ_02563,0.7125,1.0265,1.441,0.138,0,50,49.967,42.5,Normal
PQ_02564,1.0603,1.7252,1.627,1.347,127.5,50,50.019,50.67,Swell
PQ_02565,0.5561,1.002,1.802,0.624,141.1,50,49.984,46.89,Sag
PQ_02566,0.6954,0.9878,1.42,0.044,0,50,49.97,51.48,Normal
PQ_02567,0.4497,1.0053,2.235,1.628,147.5,50,50.002,39.55,Sag
PQ_02568,0.7243,1.0279,1.419,0.033,0,50,49.978,52.17,Normal
PQ_02569,0.714,1.0161,1.423,0.057,0,50,50.018,47.11,Normal
PQ_02570,0.7112,1.0529,1.48,10.793,0,50,49.999,52.27,Harmonics
PQ_02571,0.7103,1.0805,1.521,9.17,0,50,49.958,44.14,Harmonics
PQ_02572,0.7148,1.0306,1.442,0.162,0,50,49.99,38.55,Normal
PQ_02573,0.6937,0.9853,1.42,0.05,0,50,50.011,49.88,Normal
PQ_02574,0.7053,1.018,1.443,0.143,0,50,50.017,38.74,Normal
PQ_02575,0.4936,1.01,2.046,5.386,112.5,50,50.021,39.51,Sag
PQ_02576,0.7025,1.0027,1.427,0.082,0,50,49.988,46.6,Normal
PQ_02577,0.7088,1.272,1.794,0.444,5,50,49.994,38.61,Transient
PQ_02578,0.625,1.0039,1.606,0.564,129.5,50,50.027,47.79,Sag
PQ_02579,0.7176,2.5096,3.497,4.604,5,50,50.035,38.15,Transient
PQ_02580,0.6947,1.0077,1.451,0.763,27.4,50,50.052,44.37,Sag
PQ_02581,0.7086,1.0271,1.45,0.036,0,50,49.971,51.59,Flicker
PQ_02582,0.8228,1.2158,1.478,0.152,157.1,50,50.014,44.33,Swell
PQ_02583,0.7161,1.0342,1.444,0.25,0,50,49.937,37.04,Normal
PQ_02584,0.671,1.005,1.498,0.699,76.9,50,49.982,46.51,Sag
PQ_02585,0.7089,1.0912,1.539,6.964,0,50,50.012,38.11,Harmonics
PQ_02586,0.7133,1.0035,1.407,5.604,0,50,49.994,54.33,Notch
PQ_02587,0.621,1.0045,1.618,5.103,42.9,50,49.995,49.41,Interruption
PQ_02588,0.6193,1.0235,1.653,2.351,58.5,50,50.006,36.16,Sag
PQ_02589,0.7091,1.0421,1.47,7.171,0,50,49.986,52.99,Harmonics
PQ_02590,0.9374,1.7329,1.849,1.785,74.7,50,50.014,50.15,Swell
PQ_02591,0.7284,1.1879,1.631,0.745,31.1,50,49.953,45.18,Swell
PQ_02592,0.7078,1.0841,1.532,4.892,0,50,49.996,46.98,Harmonics
PQ_02593,0.7936,1.4342,1.807,1.051,49.8,50,50.019,50.94,Swell
PQ_02594,0.7104,1.0649,1.499,0.155,0,50,50.001,40.99,Flicker
PQ_02595,0.7081,1.5053,2.126,0.643,5,50,49.986,40.59,Transient
PQ_02596,0.7073,1.0024,1.417,0.606,0,50,49.997,53.66,Notch
PQ_02597,0.6601,1.0263,1.555,0.838,66.8,50,50.011,38.48,Sag
PQ_02598,0.8953,1.5752,1.759,2.183,82.6,50,49.98,37.5,Swell
PQ_02599,0.7014,0.9988,1.424,0.052,0,50,49.975,45.19,Normal
PQ_02600,0.7059,1.0109,1.432,0.096,0,50,49.985,43.69,Normal
PQ_02601,0.523,1.0037,1.919,6.758,90.8,50,50.033,48.08,Sag
PQ_02602,0.6995,1.0032,1.434,0.098,0,50,50.02,42.26,Normal
PQ_02603,0.6062,1.0056,1.659,3.481,62.3,50,49.975,50.38,Sag
PQ_02604,0.672,1.0029,1.493,1.17,54.3,50,49.987,54.52,Sag
PQ_02605,0.7077,1.7977,2.54,0.48,5,50,49.994,52.45,Transient
PQ_02606,0.6983,0.9921,1.421,0.055,0,50,50.016,48.17,Normal
PQ_02607,0.4193,1.0041,2.395,8.944,132.8,50,50.013,43.91,Interruption
PQ_02608,0.7106,1.0153,1.429,4.195,0,50,50.012,42.92,Notch
PQ_02609,0.7087,1.0662,1.505,7.415,0,50,49.99,37.63,Harmonics
PQ_02610,1.1624,1.779,1.53,0.086,159.8,50,49.977,49.43,Swell
PQ_02611,0.6978,0.9903,1.419,0.037,0,50,49.988,52.29,Normal
PQ_02612,0.78,1.2024,1.542,0.381,108.9,50,49.982,39.67,Swell
PQ_02613,0.4666,1.001,2.145,2.128,134,50,49.984,53.77,Sag
PQ_02614,0.6954,0.9871,1.42,0.032,0,50,50.016,53.37,Normal
PQ_02615,0.7082,1.0065,1.421,0.034,0,50,49.984,51.86,Normal
PQ_02616,0.3687,1.0039,2.722,2.29,155.5,50,50.01,43.6,Sag
PQ_02617,0.5134,1.0016,1.951,10.402,95.4,50,49.98,51.52,Interruption
PQ_02618,0.7217,1.0288,1.425,0.089,0,50,50.001,44.67,Normal
PQ_02619,0.7082,0.9981,1.409,6.142,0,50,50.031,47.42,Harmonics
PQ_02620,0.6368,1.0023,1.574,2.587,39,50,49.994,54.59,Sag
PQ_02621,0.5907,1.0245,1.734,2.193,62,50,50,35.91,Interruption
PQ_02622,0.6755,1.0047,1.487,0.393,74.2,50,49.959,51.6,Sag
PQ_02623,0.6773,1.0154,1.499,0.485,71.5,50,50.016,38.83,Sag
PQ_02624,0.7113,1.1783,1.656,10.962,0,50,50.006,41.31,Harmonics
PQ_02625,0.7089,1.0205,1.44,0.213,0,50,49.982,38.24,Normal
PQ_02626,0.5782,1.0016,1.732,5.558,65.9,50,50.025,54.32,Interruption
PQ_02627,0.7075,1.0031,1.418,0.023,0,50,49.985,54.8,Normal
PQ_02628,0.7119,1.0101,1.419,0.034,0,50,49.971,53.23,Normal
PQ_02629,0.7098,1.0092,1.422,0.05,0,50,49.96,50.19,Normal
PQ_02630,0.71,1.0251,1.444,0.239,0,50,50.019,37.1,Normal
PQ_02631,0.6979,0.9932,1.423,0.054,0,50,49.989,47.18,Normal
PQ_02632,0.6571,1.0136,1.543,0.28,133.7,50,49.988,38.97,Sag
PQ_02633,0.715,1.0248,1.433,0.123,0,50,50.007,42.78,Normal
PQ_02634,0.6735,1.0089,1.498,1.935,37.6,50,50.03,47.18,Sag
PQ_02635,0.7083,1.0766,1.52,5.359,0,50,50.01,35.12,Harmonics
PQ_02636,0.7084,1.3943,1.968,0.407,5,50,49.965,36.04,Transient
PQ_02637,0.6732,1.0231,1.52,0.994,20,50,50.042,36.7,Sag
PQ_02638,0.7457,1.3786,1.849,0.768,24.7,50,50.02,47.78,Swell
PQ_02639,0.7951,1.2871,1.619,0.763,82.6,50,49.98,41.06,Swell
PQ_02640,0.5302,1.0017,1.889,7.761,88.4,50,49.997,52.1,Interruption
PQ_02641,0.7091,1.0284,1.45,4.637,0,50,50.01,35.81,Notch
PQ_02642,0.7104,1.0216,1.438,0.106,0,50,50.043,40.87,Normal
PQ_02643,0.7077,1.0052,1.42,0.859,0,50,49.989,51.05,Notch
PQ_02644,0.3588,1.0128,2.823,13.027,147,50,50.019,35.7,Interruption
PQ_02645,0.8194,1.5472,1.888,2.143,50,50,50.002,45.54,Swell
PQ_02646,0.3712,1.003,2.702,11.814,144,50,50.008,44.72,Interruption
PQ_02647,0.6165,1.0098,1.638,0.705,103.2,50,50.001,41.53,Sag
PQ_02648,0.7071,1.0024,1.417,0.031,0,50,49.963,53.98,Normal
PQ_02649,0.2754,1.0038,3.645,22.295,169.2,50,49.999,39.6,Interruption
PQ_02650,0.6407,1.0021,1.564,1.909,65,50,49.981,53.28,Sag
PQ_02651,0.7109,1.0318,1.451,0.288,0,50,50.053,35.49,Normal
PQ_02652,0.7047,1.0155,1.441,0.183,0,50,50.037,37.07,Normal
PQ_02653,0.6348,1.0027,1.58,1.752,41.3,50,50.001,49.97,Sag
PQ_02654,0.7115,1.0096,1.419,0.029,0,50,50.023,53.35,Normal
PQ_02655,0.7096,1.0099,1.423,4.425,0,50,49.995,44.41,Notch
PQ_02656,0.7124,1.0233,1.436,0.136,0,50,50.002,41.79,Normal
PQ_02657,0.709,1.1249,1.587,7.38,0,50,50.014,41.79,Harmonics
PQ_02658,0.7124,1.0114,1.42,0.039,0,50,50.045,51.91,Normal
PQ_02659,0.7076,1.0911,1.542,1.314,5,50,49.965,53.85,Transient
PQ_02660,0.706,1.0035,1.421,0.063,0,50,49.989,48.47,Normal
PQ_02661,0.2519,1.0024,3.979,11.885,172.6,50,49.969,45.33,Interruption
PQ_02662,0.7077,1.0189,1.44,1.387,0,50,50.025,41.03,Notch
PQ_02663,0.8773,1.7397,1.983,2.74,53.5,50,50.008,49.47,Swell
PQ_02664,0.7173,1.0222,1.425,0.052,0,50,49.984,46.98,Normal
PQ_02665,0.7064,1.011,1.431,2.774,5,50,50.011,43.5,Transient
PQ_02666,0.7009,1.0025,1.43,0.112,0,50,50.012,41.61,Normal
PQ_02667,0.8693,1.3784,1.586,0.648,116.4,50,49.995,48.86,Swell
PQ_02668,0.8414,1.788,2.125,0.82,35.4,50,49.966,50.8,Swell
PQ_02669,0.7138,1.0115,1.417,0.03,0,50,49.98,54.83,Normal
PQ_02670,0.7139,2.3715,3.322,0.811,5,50,49.981,36.31,Transient
PQ_02671,0.6995,1.0056,1.438,0.172,0,50,50.017,38.86,Normal
PQ_02672,0.7178,1.1295,1.574,0.422,21.8,50,50.02,46.58,Swell
PQ_02673,0.8676,1.3594,1.567,0.501,123.9,50,50.004,51.09,Swell
PQ_02674,0.8948,1.6884,1.887,1.287,65.5,50,50.01,50.76,Swell
PQ_02675,0.7028,0.9995,1.422,0.049,0,50,49.997,48.06,Normal
PQ_02676,0.7161,1.0342,1.444,0.104,0,50,49.988,40.77,Normal
PQ_02677,0.7093,1.0164,1.433,2.671,0,50,50.021,39.51,Notch
PQ_02678,0.3189,1.0025,3.143,10.786,157.2,50,50.004,47.34,Interruption
PQ_02679,0.7104,1.181,1.662,9.739,0,50,50.015,47.59,Harmonics
PQ_02680,0.7087,1.0423,1.471,0.19,0,50,49.972,36.62,Flicker
PQ_02681,0.7124,1.0134,1.423,0.041,0,50,50.009,50.69,Normal
PQ_02682,0.708,1.0641,1.503,0.066,0,50,50,47.68,Flicker
PQ_02683,0.7616,1.1713,1.538,0.749,89.2,50,49.987,49.62,Swell
PQ_02684,0.7049,1.0212,1.449,0.165,0,50,50.017,36.47,Normal
PQ_02685,0.7119,1.0672,1.499,0.099,0,50,50.018,44.38,Flicker
PQ_02686,0.7094,1.0384,1.464,0.068,0,50,49.985,45.95,Flicker
PQ_02687,0.7131,1.0179,1.427,0.062,0,50,49.977,47.93,Normal
PQ_02688,0.7089,1.8544,2.616,0.634,5,50,50.017,40.76,Transient
PQ_02689,0.7111,1.0127,1.424,0.053,0,50,50.037,48.69,Normal
PQ_02690,0.7009,0.9953,1.42,0.043,0,50,49.996,50.11,Normal
PQ_02691,0.4753,1.01,2.125,3.584,116.1,50,49.998,38.27,Sag
PQ_02692,0.6185,1.0162,1.643,0.796,105.2,50,49.998,37.25,Sag
PQ_02693,0.706,1.1776,1.668,4.283,5,50,49.996,43.07,Transient
PQ_02694,0.7085,1.0552,1.489,5.9,0,50,49.996,47.27,Harmonics
PQ_02695,0.9474,1.7464,1.843,2.422,80,50,49.958,40.98,Swell
PQ_02696,0.4322,1.0031,2.321,12.673,122.8,50,50.012,47.69,Interruption
PQ_02697,0.7098,1.0877,1.533,8.827,0,50,50.029,41.46,Harmonics
PQ_02698,0.7092,1.0897,1.536,7.043,0,50,49.959,44.79,Harmonics
PQ_02699,0.5333,1.003,1.881,0.241,142.5,50,50.036,51.13,Sag
PQ_02700,0.6727,1.0031,1.491,0.639,72.5,50,50.016,51.73,Sag
PQ_02701,0.812,1.745,2.149,3.429,32.5,50,50.024,49.64,Swell
PQ_02702,0.9944,1.6725,1.682,1.515,109.9,50,49.989,50.57,Swell
PQ_02703,0.7086,1.0052,1.419,0.052,0,50,49.989,49.55,Normal
PQ_02704,0.7902,1.3166,1.666,0.961,70.6,50,49.994,43.99,Swell
PQ_02705,0.7034,0.9974,1.418,0.029,0,50,49.977,53.53,Normal
PQ_02706,0.7088,1.9465,2.746,1.334,5,50,49.991,38.09,Transient
PQ_02707,0.5746,1.0019,1.744,1.203,133.2,50,50.041,50.1,Sag
PQ_02708,0.71,1.0355,1.458,9.362,0,50,50.027,49.6,Harmonics
PQ_02709,0.4172,1.0166,2.436,12.169,130.3,50,50.002,35.66,Interruption
PQ_02710,0.7081,1.0086,1.424,0.049,0,50,50.003,48,Normal
PQ_02711,0.6859,1.0192,1.486,0.554,28.4,50,50.038,37.28,Sag
PQ_02712,0.7104,1.0104,1.422,0.06,0,50,50.015,48.18,Normal
PQ_02713,0.7094,1.0414,1.468,7.868,0,50,50.004,43.76,Harmonics
PQ_02714,0.7058,1.0043,1.423,0.057,0,50,49.985,49.68,Normal
PQ_02715,0.708,1.0271,1.451,4.592,0,50,49.984,47.46,Harmonics
PQ_02716,0.8255,1.2429,1.506,0.313,137.9,50,49.97,51.92,Swell
PQ_02717,0.7054,1.0098,1.432,0.124,0,50,50.012,41.97,Normal
PQ_02718,0.7151,2.071,2.896,5.85,5,50,49.991,44.19,Transient
PQ_02719,0.921,1.4168,1.538,0.209,140.4,50,50.034,49.44,Swell
PQ_02720,0.7074,1.536,2.171,0.25,5,50,50.033,48.3,Transient
PQ_02721,0.7137,1.6641,2.332,6.868,5,50,49.986,36.83,Transient
PQ_02722,0.7006,0.9938,1.419,0.029,0,50,49.999,53.92,Normal
PQ_02723,0.576,1.0024,1.74,2.863,92.9,50,49.989,50.88,Sag
PQ_02724,0.7093,1.4901,2.101,2.187,5,50,49.997,53.36,Transient
PQ_02725,0.7166,1.0217,1.426,0.065,0,50,50.017,45.62,Normal
PQ_02726,0.6889,0.9831,1.427,0.087,0,50,50.046,44.41,Normal
PQ_02727,0.7093,1.7155,2.419,0.301,5,50,50.01,38.15,Transient
PQ_02728,0.8764,1.5336,1.75,0.578,79.5,50,49.992,54.35,Swell
PQ_02729,0.714,2.5567,3.581,0.915,5,50,49.993,42.01,Transient
PQ_02730,0.7027,1.019,1.45,0.24,0,50,50.006,35.95,Normal
PQ_02731,0.6967,0.9921,1.424,0.061,0,50,49.987,48.22,Normal
PQ_02732,0.6079,1.0042,1.652,2.403,69.6,50,50.013,46.87,Sag
PQ_02733,0.7017,1.0189,1.452,0.196,0,50,50.015,38.49,Normal
PQ_02734,0.7078,1.0392,1.468,4.541,0,50,50.006,36.79,Harmonics
PQ_02735,0.7159,2.7296,3.813,1.356,5,50,50.016,54.48,Transient
PQ_02736,0.6995,0.9918,1.418,0.03,0,50,49.988,52.03,Normal
PQ_02737,0.7738,1.1562,1.494,0.38,130.9,50,49.98,40.04,Swell
PQ_02738,0.675,1.0133,1.501,2.372,21.5,50,49.984,40.96,Sag
PQ_02739,0.7011,1.0028,1.43,0.073,0,50,50.021,46.59,Normal
PQ_02740,1.0645,1.773,1.666,0.342,123.3,50,50.011,48.68,Swell
PQ_02741,0.722,1.1281,1.563,0.106,33,50,50.006,49.63,Swell
PQ_02742,0.5969,1.0133,1.698,3.277,58.6,50,50.003,37.29,Sag
PQ_02743,0.708,1.7009,2.403,0.428,5,50,49.975,46.25,Transient
PQ_02744,0.7075,1.0584,1.496,0.044,0,50,50.027,49.35,Flicker
PQ_02745,0.7085,1.0069,1.421,0.082,0,50,50.004,47.93,Normal
PQ_02746,0.7079,1.0704,1.512,4.988,0,50,50.007,46.25,Harmonics
PQ_02747,0.7103,2.0804,2.929,2.563,5,50,50.016,50.29,Transient
PQ_02748,0.7092,1.0476,1.477,7.303,0,50,49.987,41.82,Harmonics
PQ_02749,0.7102,1.0257,1.444,0.119,0,50,50.001,39.5,Normal
PQ_02750,0.2754,1.0011,3.635,17.003,169.1,50,50.007,47.39,Interruption
PQ_02751,0.7687,1.195,1.555,0.595,95.8,50,49.994,36.47,Swell
PQ_02752,0.7148,1.0151,1.42,0.031,0,50,49.984,51.32,Normal
PQ_02753,0.712,1.021,1.434,0.135,0,50,50.022,41.99,Normal
PQ_02754,0.7102,1.0056,1.416,9.214,0,50,49.982,52.68,Harmonics
PQ_02755,0.7025,0.9974,1.42,0.042,0,50,49.959,50.53,Normal
PQ_02756,0.8574,1.614,1.883,1.152,59.2,50,50.014,50.85,Swell
PQ_02757,0.7089,1.0216,1.441,3.187,0,50,50.002,36.58,Notch
PQ_02758,0.7083,0.974,1.375,5.486,0,50,50.002,43.39,Harmonics
PQ_02759,0.5925,1.013,1.71,1.058,59.5,50,50.005,37.53,Interruption
PQ_02760,0.7051,1.0197,1.446,0.136,0,50,49.999,39.01,Normal
PQ_02761,0.8899,1.4674,1.649,1.077,104,50,50.001,53.51,Swell
PQ_02762,0.6881,0.9919,1.442,0.162,0,50,50.031,41.57,Normal
PQ_02763,0.3536,1.0053,2.843,22.019,149.4,50,50.008,40.01,Interruption
PQ_02764,0.7067,1.0699,1.514,4.06,5,50,50.04,42.58,Transient
PQ_02765,0.7026,0.9976,1.42,0.034,0,50,50.003,51.29,Normal
PQ_02766,0.7075,1.0028,1.417,0.135,5,50,50.011,53.19,Transient
PQ_02767,0.7098,1.2846,1.81,0.512,5,50,50.012,50.88,Transient
PQ_02768,0.7087,1.1155,1.574,5.555,0,50,49.963,35.99,Harmonics
PQ_02769,0.7036,0.999,1.42,0.043,0,50,49.981,49.57,Normal
PQ_02770,0.7086,1.0927,1.542,6.921,0,50,50.022,52.23,Harmonics
PQ_02771,0.8938,1.615,1.807,1.995,78.8,50,50.017,36.89,Swell
PQ_02772,0.706,1.0077,1.427,0.089,0,50,50.038,43.79,Normal
PQ_02773,0.8376,1.5235,1.819,1.769,66.9,50,49.998,39.33,Swell
PQ_02774,0.705,1.0033,1.423,0.065,0,50,49.996,45.66,Normal
PQ_02775,0.709,1.0188,1.437,1.961,0,50,50.01,38.01,Notch
PQ_02776,0.3796,1.0068,2.652,3.217,146.6,50,49.986,39.16,Sag
PQ_02777,0.7196,1.0312,1.433,0.138,0,50,50.021,40.65,Normal
PQ_02778,0.7079,1.0403,1.47,0.964,5,50,50.03,37.87,Transient
PQ_02779,0.7097,1.0172,1.433,4.026,0,50,49.963,42.49,Notch
PQ_02780,0.7119,1.8001,2.529,4.484,5,50,50.04,44.93,Transient
PQ_02781,0.7142,1.0313,1.444,0.127,0,50,49.988,39.31,Normal
PQ_02782,0.7863,1.2761,1.623,1.019,73.6,50,50.01,54.97,Swell
PQ_02783,0.7122,1.0037,1.409,4.086,0,50,50.006,52.9,Notch
PQ_02784,0.7056,1.0041,1.423,0.081,0,50,50.009,45.61,Normal
PQ_02785,0.7081,1.0487,1.481,5.288,0,50,49.991,40.16,Harmonics
PQ_02786,0.7091,1.065,1.502,0.523,5,50,50.006,48.44,Transient
PQ_02787,0.7265,1.1334,1.56,0.354,42.2,50,50.017,44.71,Swell
PQ_02788,0.7141,1.0311,1.444,0.2,0,50,49.998,35.82,Normal
PQ_02789,0.7108,1.0684,1.503,10.209,0,50,50.02,37.76,Harmonics
PQ_02790,0.7047,1.0012,1.421,0.028,0,50,50.03,52.77,Normal
PQ_02791,0.3618,1.0018,2.769,27.047,144.1,50,49.992,51.7,Interruption
PQ_02792,0.72,1.0327,1.434,0.088,0,50,49.999,43.47,Normal
PQ_02793,0.4368,1.0047,2.3,8.723,122.6,50,50,42.69,Interruption
PQ_02794,0.7097,2.0585,2.9,1.03,5,50,49.977,43.74,Transient
PQ_02795,0.7094,1.1433,1.612,0.291,5,50,49.989,53.42,Transient
PQ_02796,0.7166,1.0174,1.42,0.037,0,50,49.995,50.97,Normal
PQ_02797,0.7111,1.0258,1.443,0.211,0,50,49.981,36.4,Normal
PQ_02798,0.59,1.0077,1.708,3.259,60.5,50,49.977,43.11,Interruption
PQ_02799,0.7112,1.0074,1.416,4.192,0,50,49.982,47.32,Notch
PQ_02800,0.7098,1.019,1.436,0.141,0,50,49.977,40.17,Normal
PQ_02801,0.7085,1.0206,1.441,6.063,0,50,49.98,48.54,Harmonics
PQ_02802,0.7196,1.1692,1.625,0.598,24.4,50,49.999,39.23,Swell
PQ_02803,0.7098,1.5947,2.247,0.875,5,50,50.035,54.91,Transient
PQ_02804,0.7073,0.9641,1.363,3.624,0,50,50.04,47.01,Harmonics
PQ_02805,0.6183,1.0114,1.636,1.044,97.5,50,49.991,44.07,Sag
PQ_02806,0.708,1.2621,1.783,0.177,5,50,50.018,42.72,Transient
PQ_02807,1.0748,1.6783,1.562,0.439,147.7,50,49.986,49.44,Swell
PQ_02808,0.8842,1.4088,1.593,1.101,113.6,50,49.943,51.59,Swell
PQ_02809,0.7131,1.0143,1.422,0.041,0,50,49.994,49.62,Normal
PQ_02810,0.8822,1.3204,1.497,0.306,152.2,50,49.943,50.49,Swell
PQ_02811,0.7003,0.9938,1.419,0.028,0,50,50.004,54.68,Normal
PQ_02812,0.7117,1.0269,1.443,0.158,0,50,50.016,38.85,Normal
PQ_02813,0.7077,1.062,1.501,1.126,5,50,49.962,51.45,Transient
PQ_02814,0.4777,1.0124,2.119,11.163,107.8,50,49.98,37.02,Interruption
PQ_02815,0.7082,1.0214,1.442,2.493,0,50,49.992,39.6,Notch
PQ_02816,0.6318,1.0032,1.588,1.605,66.9,50,50.011,52.38,Sag
