rms_voltage,peak_voltage,crest_factor,thd,duration,dominant_freq,system_freq,snr,label
0.7114,1.0149,1.427,0.098,0.0,50,49.973,43.05,Normal
0.7079,1.029,1.454,4.249,0.0,50,49.978,37.12,Harmonics
0.7699,1.3187,1.713,1.488,52.1,50,50.017,40.56,Swell
0.9006,1.4201,1.577,0.839,129.2,50,49.982,41.42,Swell
0.4356,1.0085,2.315,13.444,121.5,50,50.017,39.21,Interruption
0.7093,1.0074,1.42,0.033,0.0,50,50.009,50.8,Normal
0.7081,1.0069,1.422,0.057,0.0,50,50.022,49.29,Normal
0.7101,0.9576,1.349,9.101,0.0,50,49.997,54.64,Harmonics
0.7172,1.0265,1.431,0.094,0.0,50,50.004,43.31,Normal
0.6061,1.0099,1.666,1.876,97.0,50,49.979,40.41,Sag
0.7112,1.1325,1.592,10.803,0.0,50,50.022,44.74,Harmonics
0.7138,1.9415,2.72,0.327,5.0,50,49.999,53.92,Transient
0.6698,1.0255,1.531,0.437,87.3,50,50.012,38.64,Sag
0.7094,1.0262,1.447,7.807,0.0,50,50.004,42.18,Harmonics
0.7146,1.0106,1.414,8.97,0.0,50,50.004,44.28,Notch
0.8733,1.4096,1.614,1.154,111.5,50,50.005,42.8,Swell
0.5248,1.0017,1.909,2.559,117.2,50,50.022,54.13,Sag
0.8033,1.3517,1.683,1.451,72.5,50,50.011,36.53,Swell
0.7077,1.027,1.451,3.484,0.0,50,49.967,45.21,Harmonics
0.7077,1.0182,1.439,0.196,0.0,50,49.98,37.87,Normal
0.755,1.2882,1.706,0.999,47.8,50,49.993,37.53,Swell
0.7087,1.0287,1.451,3.222,0.0,50,50.015,35.35,Notch
0.7144,1.0172,1.424,0.057,0.0,50,49.991,49.32,Normal
0.7219,1.0249,1.42,0.044,0.0,50,50.022,50.27,Normal
0.7079,1.0177,1.438,0.139,0.0,50,49.955,39.28,Normal
0.4942,1.0101,2.044,5.05,114.3,50,49.995,37.78,Sag
0.7134,1.0311,1.445,0.182,0.0,50,49.989,38.65,Normal
0.7091,1.1066,1.561,0.407,5.0,50,50.005,48.09,Transient
0.6116,1.0019,1.638,2.029,51.1,50,50.013,54.61,Sag
0.4303,1.006,2.338,1.686,151.2,50,50.026,43.8,Sag
0.8871,1.3352,1.505,0.293,146.7,50,50.028,51.36,Swell
0.7092,1.007,1.42,0.049,0.0,50,49.986,50.26,Normal
0.4791,1.0038,2.095,1.402,146.0,50,49.954,46.93,Sag
0.7087,1.9015,2.683,0.29,5.0,50,50.002,52.32,Transient
0.7015,1.0144,1.446,0.186,0.0,50,49.975,36.67,Normal
0.6574,1.0146,1.543,1.927,38.2,50,50.023,38.44,Sag
0.4919,1.0106,2.055,5.529,104.4,50,49.998,40.42,Sag
0.5364,1.0019,1.868,4.167,98.0,50,50.026,53.79,Sag
0.426,1.0011,2.35,1.414,158.5,50,49.993,52.51,Sag
0.5287,1.0043,1.9,5.051,95.0,50,50.004,45.84,Sag
0.7081,1.0284,1.452,1.102,5.0,50,49.97,37.15,Transient
0.7096,1.0421,1.469,8.459,0.0,50,50.004,48.59,Harmonics
0.3327,1.003,3.014,10.552,153.9,50,50.02,45.35,Interruption
0.6081,1.0076,1.657,2.735,56.4,50,50.004,45.22,Sag
0.7063,1.0043,1.422,0.061,0.0,50,50.004,47.79,Normal
0.6616,1.0041,1.518,0.626,34.8,50,50.004,47.12,Sag
0.803,1.4676,1.828,0.888,52.0,50,50.024,48.72,Swell
0.7179,1.0182,1.418,0.027,0.0,50,50.021,54.2,Normal
0.8693,1.3784,1.586,0.648,116.4,50,49.995,48.86,Swell
0.7088,1.0748,1.516,6.653,0.0,50,49.968,43.39,Harmonics
0.709,1.1149,1.573,7.472,0.0,50,50.026,35.05,Harmonics
0.6781,1.0026,1.479,0.919,41.6,50,49.982,53.91,Sag
0.518,1.0032,1.937,0.619,148.2,50,50.007,45.57,Sag
0.7074,1.0041,1.419,0.874,0.0,50,49.999,49.42,Notch
0.7103,1.0444,1.47,9.218,0.0,50,49.976,53.31,Harmonics
0.7085,1.0417,1.47,5.971,0.0,50,49.984,46.61,Harmonics
0.7125,1.0214,1.433,0.15,0.0,50,49.98,40.66,Normal
0.7089,1.0873,1.534,6.282,0.0,50,49.984,37.93,Harmonics
0.7616,1.1713,1.538,0.749,89.2,50,49.987,49.62,Swell
0.697,1.0028,1.439,0.704,27.3,50,49.986,52.25,Sag
0.6009,1.0017,1.667,0.866,111.7,50,50.004,52.7,Sag
0.592,1.0025,1.693,4.232,59.3,50,49.997,53.67,Interruption
0.7112,1.03,1.448,10.489,0.0,50,49.965,49.1,Harmonics
0.7086,1.0705,1.511,6.345,0.0,50,49.991,45.04,Harmonics
0.7151,2.5836,3.613,0.892,5.0,50,49.963,39.08,Transient
0.7119,1.023,1.437,0.145,0.0,50,50.031,38.86,Normal
0.7139,1.0203,1.429,0.088,0.0,50,50.01,43.94,Normal
0.7002,0.9951,1.421,0.053,0.0,50,49.983,48.76,Normal
0.7133,1.0791,1.513,0.226,0.0,50,50.021,35.98,Flicker
0.5975,1.0053,1.683,5.259,55.8,50,50.014,47.5,Sag
0.7017,1.0083,1.437,0.11,0.0,50,49.99,42.64,Normal
0.7092,1.0385,1.464,0.131,0.0,50,49.998,41.67,Flicker
0.7075,1.0372,1.466,3.642,0.0,50,50.013,49.59,Harmonics
0.7514,1.152,1.533,0.664,80.1,50,49.986,50.69,Swell
0.7072,1.0168,1.438,0.466,5.0,50,49.999,38.93,Transient
0.6954,0.9889,1.422,0.053,0.0,50,49.997,48.32,Normal
0.578,1.0015,1.733,0.604,132.9,50,50.016,52.08,Sag
0.614,1.009,1.643,3.838,50.7,50,50.006,42.63,Sag
0.7031,1.032,1.468,0.212,0.0,50,49.993,36.47,Normal
0.7068,1.1083,1.568,0.308,5.0,50,50.035,44.26,Transient
0.7132,1.013,1.42,0.039,0.0,50,50.008,52.1,Normal
0.8884,1.6547,1.863,1.918,69.5,50,49.983,37.1,Swell
0.5061,1.0112,1.998,1.456,127.0,50,50.026,40.32,Sag
0.7076,1.0039,1.419,2.207,0.0,50,50.047,49.75,Notch
0.8715,1.7453,2.003,3.751,51.1,50,50.028,45.18,Swell
0.8349,1.4403,1.725,1.439,77.4,50,50.006,43.3,Swell
0.7117,1.6569,2.328,1.743,5.0,50,50.02,51.6,Transient
0.7074,1.0114,1.43,0.1,0.0,50,49.956,42.92,Normal
0.5411,1.0178,1.881,3.873,84.6,50,49.956,36.52,Interruption
0.7086,1.1059,1.561,7.16,0.0,50,50.019,39.41,Harmonics
0.701,0.9977,1.423,0.07,0.0,50,49.997,46.28,Normal
0.7077,1.02,1.441,0.167,0.0,50,49.981,39.21,Normal
0.7011,0.9966,1.422,0.063,0.0,50,50.026,49.14,Normal
0.71,1.7162,2.417,0.534,5.0,50,50.001,39.59,Transient
0.7072,1.0157,1.436,0.024,0.0,50,49.981,52.53,Flicker
0.7109,1.0243,1.441,10.766,0.0,50,50.043,48.01,Harmonics
0.7088,1.0467,1.477,0.026,0.0,50,49.992,54.73,Flicker
0.5362,1.0027,1.87,8.1,83.1,50,50.008,50.55,Interruption
0.3479,1.0054,2.89,13.259,151.2,50,49.994,41.98,Interruption
0.6488,1.0105,1.557,0.485,99.8,50,49.985,43.67,Sag
0.7082,1.0039,1.418,0.031,0.0,50,50.0,52.83,Normal
0.7651,1.3563,1.773,0.713,40.7,50,50.034,53.4,Swell
0.3766,1.0056,2.67,4.341,147.8,50,50.034,39.92,Sag
0.6986,0.9964,1.426,0.037,0.0,50,50.022,49.83,Normal
0.7074,1.035,1.463,1.316,0.0,50,50.004,36.67,Notch
0.7065,1.0075,1.426,0.098,0.0,50,49.97,44.78,Normal
0.6989,0.9996,1.43,0.091,0.0,50,49.995,44.73,Normal
0.8074,1.6898,2.093,2.912,32.5,50,50.007,46.16,Swell
0.4011,1.0022,2.499,13.88,135.8,50,50.045,51.89,Interruption
0.7102,1.053,1.483,9.176,0.0,50,49.981,52.67,Harmonics
0.6289,1.0235,1.627,3.344,51.3,50,50.015,37.86,Sag
0.6051,1.0048,1.661,4.174,51.5,50,50.015,47.26,Interruption
0.7947,1.3022,1.639,0.896,76.0,50,50.009,42.02,Swell
0.7091,1.0275,1.449,3.038,0.0,50,49.995,35.82,Notch
0.7069,1.0034,1.419,0.033,0.0,50,50.006,53.28,Normal
0.6655,1.0027,1.507,4.962,24.0,50,50.02,51.9,Interruption
0.7123,1.0692,1.501,0.089,0.0,50,49.975,45.97,Flicker
0.7099,1.0982,1.547,8.765,0.0,50,50.0,42.69,Harmonics
0.7038,0.9986,1.419,0.034,0.0,50,50.012,53.07,Normal
0.7019,1.0243,1.459,0.241,0.0,50,50.003,36.07,Normal
0.7051,1.0153,1.44,0.143,0.0,50,50.007,40.28,Normal
0.713,1.0236,1.436,0.122,0.0,50,50.008,41.04,Normal
0.7187,1.9886,2.767,8.414,5.0,50,49.98,53.58,Transient
0.54,1.006,1.863,3.176,96.2,50,49.979,44.92,Sag
0.6764,1.0058,1.487,0.825,22.5,50,49.976,47.59,Sag
0.5721,1.008,1.762,1.881,102.7,50,50.011,45.18,Sag
0.7105,1.0074,1.418,0.024,0.0,50,50.002,54.66,Normal
0.7084,1.0243,1.446,0.101,0.0,50,50.018,42.24,Normal
0.7088,1.808,2.551,0.854,5.0,50,49.986,39.02,Transient
0.6217,1.014,1.631,0.55,119.9,50,50.028,38.59,Sag
0.6955,0.9871,1.419,0.043,0.0,50,49.99,50.22,Normal
0.7049,1.0117,1.435,0.104,0.0,50,50.015,42.1,Normal
0.7127,1.0116,1.419,5.404,0.0,50,49.967,43.83,Notch
0.7144,1.0373,1.452,0.192,0.0,50,49.99,36.61,Normal
0.7328,1.2378,1.689,0.721,28.1,50,50.009,53.19,Swell
0.929,1.7286,1.861,1.637,75.5,50,50.003,52.22,Swell
0.7121,1.0358,1.455,11.662,0.0,50,49.978,54.7,Harmonics
0.7125,1.0038,1.409,5.79,0.0,50,49.997,51.44,Notch
0.7012,0.9952,1.419,0.028,0.0,50,49.997,53.02,Normal
0.7133,1.0132,1.421,0.049,0.0,50,50.006,48.7,Normal
0.7085,1.0098,1.425,0.063,0.0,50,50.008,46.45,Normal
0.6996,0.9969,1.425,0.076,0.0,50,50.016,45.9,Normal
0.7,0.9947,1.421,0.043,0.0,50,50.007,51.33,Normal
0.5362,1.0041,1.873,1.866,113.1,50,49.982,49.1,Sag
0.7086,1.3711,1.935,1.171,5.0,50,49.999,36.17,Transient
0.7094,1.3311,1.876,1.606,5.0,50,49.98,53.4,Transient
0.6691,1.0162,1.519,0.34,22.7,50,49.96,38.6,Sag
0.7087,1.0249,1.446,6.202,0.0,50,50.013,38.33,Harmonics
0.7097,1.0052,1.416,3.765,0.0,50,49.983,48.75,Notch
0.7081,1.0031,1.417,2.57,0.0,50,49.988,53.54,Notch
0.7078,1.0188,1.439,0.147,0.0,50,50.026,39.87,Normal
0.672,1.0192,1.517,0.527,75.7,50,49.982,39.69,Sag
0.7085,0.9637,1.36,6.511,0.0,50,49.98,41.65,Harmonics
1.1004,1.7431,1.584,0.644,143.9,50,49.951,38.55,Swell
0.7091,1.0138,1.43,7.581,0.0,50,50.01,43.86,Harmonics
0.815,1.775,2.178,2.747,31.1,50,50.006,37.75,Swell
0.7116,1.0287,1.446,0.183,0.0,50,49.999,38.33,Normal
0.7109,1.0538,1.482,0.031,0.0,50,49.977,51.39,Flicker
0.8212,1.4325,1.744,1.111,68.6,50,49.971,44.1,Swell
0.7078,1.0057,1.421,0.811,5.0,50,49.981,48.74,Transient
0.7093,1.1017,1.553,8.031,0.0,50,50.006,49.32,Harmonics
0.5244,1.0061,1.919,10.826,90.2,50,49.997,42.73,Interruption
0.7092,1.0445,1.473,0.058,0.0,50,50.01,49.88,Flicker
0.7072,1.0132,1.433,0.084,0.0,50,50.008,45.25,Normal
0.5284,1.0067,1.905,0.39,150.8,50,49.975,44.68,Sag
0.6991,0.9956,1.424,0.064,0.0,50,49.992,46.92,Normal
0.7166,1.0225,1.427,0.073,0.0,50,49.999,45.5,Normal
0.7087,1.0568,1.491,6.542,0.0,50,49.988,51.49,Harmonics
0.7162,1.0609,1.481,0.028,0.0,50,49.981,54.93,Flicker
0.6245,1.0276,1.646,1.808,68.6,50,50.004,35.45,Sag
0.87,1.3841,1.591,0.618,117.9,50,50.046,40.6,Swell
0.816,1.798,2.203,1.515,29.7,50,49.982,42.37,Swell
0.7057,1.0173,1.441,0.151,0.0,50,49.991,38.87,Normal
0.711,1.0103,1.421,0.027,0.0,50,50.033,52.25,Normal
0.711,1.0235,1.44,0.172,0.0,50,50.044,38.53,Normal
0.5779,1.0184,1.762,5.935,70.2,50,49.996,35.85,Sag
0.482,1.0007,2.076,1.704,149.0,50,50.011,53.69,Sag
0.7091,1.0235,1.443,0.182,0.0,50,49.981,38.15,Normal
0.9976,1.5836,1.587,0.654,136.8,50,50.016,45.16,Swell
0.7137,1.0334,1.448,0.202,0.0,50,49.997,37.43,Normal
0.7542,1.125,1.492,0.386,107.9,50,49.997,52.01,Swell
0.9058,1.521,1.679,1.641,102.1,50,50.02,38.65,Swell
0.7088,1.0446,1.474,2.817,5.0,50,49.98,38.97,Transient
0.7095,1.9806,2.792,1.619,5.0,50,50.003,53.03,Transient
0.7075,1.338,1.891,0.297,5.0,50,50.006,44.85,Transient
0.6883,1.0066,1.463,1.117,33.8,50,49.969,46.11,Sag
0.7188,1.019,1.418,0.033,0.0,50,49.994,53.16,Normal
0.7144,1.0132,1.418,0.035,0.0,50,49.986,53.09,Normal
0.7078,1.0383,1.467,4.33,0.0,50,50.029,44.13,Harmonics
0.7102,1.0056,1.416,9.214,0.0,50,49.982,52.68,Harmonics
0.8659,1.6357,1.889,0.89,60.0,50,49.983,50.19,Swell
0.7087,2.0597,2.906,0.69,5.0,50,50.028,53.31,Transient
0.7075,1.0081,1.425,0.058,0.0,50,49.999,48.83,Normal
0.7078,1.0033,1.417,0.024,0.0,50,50.01,54.82,Normal
0.7075,1.0296,1.455,0.05,0.0,50,49.982,49.35,Flicker
0.7078,1.044,1.475,0.061,0.0,50,49.99,48.2,Flicker
0.7113,1.9952,2.805,1.378,5.0,50,49.981,53.01,Transient
0.6713,1.02,1.519,1.28,51.9,50,49.998,38.85,Sag
0.709,1.565,2.207,1.897,5.0,50,50.026,40.19,Transient
0.7077,1.0288,1.454,0.035,0.0,50,49.977,52.93,Flicker
0.7026,1.0183,1.449,0.177,0.0,50,50.02,38.9,Normal
0.7112,1.0125,1.424,0.053,0.0,50,50.011,47.73,Normal
0.6573,1.0107,1.538,0.377,116.1,50,49.99,43.03,Sag
0.7153,1.0674,1.492,0.128,0.0,50,50.042,41.14,Flicker
0.7045,1.0093,1.433,0.094,0.0,50,49.985,43.59,Normal
0.7101,1.2575,1.771,0.921,5.0,50,50.033,41.13,Transient
0.765,1.2026,1.572,0.467,82.2,50,49.964,39.31,Swell
0.7111,2.463,3.464,0.377,5.0,50,49.961,40.67,Transient
0.7082,1.0352,1.462,0.121,0.0,50,49.995,43.24,Flicker
0.7064,1.0014,1.418,0.033,0.0,50,50.0,54.31,Normal
0.7082,1.0101,1.426,0.07,0.0,50,50.028,46.83,Normal
0.7085,1.9695,2.78,1.176,5.0,50,49.964,48.99,Transient
0.709,1.0138,1.43,0.12,0.0,50,49.988,42.77,Normal
0.7076,1.0055,1.421,0.589,0.0,50,50.025,50.27,Notch
0.711,1.6619,2.337,0.68,5.0,50,49.992,45.49,Transient
0.7089,2.0912,2.95,0.518,5.0,50,50.005,45.44,Transient
0.7027,1.0031,1.428,0.108,0.0,50,50.015,44.03,Normal
0.7081,1.005,1.419,0.031,0.0,50,49.968,53.42,Normal
0.7031,1.0238,1.456,0.228,0.0,50,50.014,36.66,Normal
0.7129,1.0163,1.426,5.633,0.0,50,50.013,40.84,Notch
0.7102,1.0302,1.451,0.195,0.0,50,49.992,36.79,Normal
0.698,0.9901,1.418,0.051,0.0,50,50.011,50.35,Normal
0.8354,1.2534,1.5,0.2,141.4,50,50.013,54.56,Swell
0.7054,1.0022,1.421,0.038,0.0,50,49.972,50.58,Normal
0.7027,1.019,1.45,0.24,0.0,50,50.006,35.95,Normal
0.6082,1.0028,1.649,4.047,57.8,50,49.999,52.76,Sag
0.7074,1.0237,1.447,0.036,0.0,50,49.986,51.72,Flicker
0.7178,2.0118,2.803,4.117,5.0,50,50.022,41.95,Transient
0.7197,1.0289,1.43,0.117,0.0,50,49.958,42.3,Normal
1.095,1.7346,1.584,1.277,142.0,50,49.986,43.66,Swell
0.7008,1.0011,1.429,0.061,0.0,50,49.985,46.0,Normal
0.9435,1.4481,1.535,0.417,145.6,50,50.017,45.97,Swell
0.4786,1.005,2.1,3.86,116.3,50,50.007,42.58,Sag
0.663,1.0032,1.513,3.69,22.6,50,49.994,51.92,Interruption
0.7054,1.0039,1.423,0.062,0.0,50,49.998,47.26,Normal
0.7155,1.0218,1.428,0.099,0.0,50,49.978,43.49,Normal
0.698,1.0002,1.433,0.106,0.0,50,50.007,42.36,Normal
0.5782,1.0016,1.732,5.558,65.9,50,50.025,54.32,Interruption
0.9453,1.4439,1.527,0.362,147.1,50,49.991,46.85,Swell
0.7103,1.0901,1.535,9.302,0.0,50,49.986,51.87,Harmonics
0.3091,1.0006,3.237,3.138,162.2,50,50.008,49.59,Interruption
0.7069,1.0296,1.456,0.219,0.0,50,50.0,35.97,Flicker
0.6521,1.0054,1.542,0.983,70.8,50,50.005,49.89,Sag
0.7082,1.0193,1.439,1.699,0.0,50,50.005,37.22,Notch
0.7074,1.441,2.037,0.516,5.0,50,50.023,54.02,Transient
0.7038,1.0185,1.447,0.197,0.0,50,49.983,36.81,Normal
0.7076,1.029,1.454,0.354,5.0,50,50.023,49.09,Transient
0.6087,1.0031,1.648,5.667,50.5,50,50.024,49.81,Interruption
0.7132,1.0123,1.419,0.038,0.0,50,50.041,51.48,Normal
0.705,1.0011,1.42,0.03,0.0,50,50.006,51.39,Normal
0.7123,2.0751,2.913,0.808,5.0,50,49.984,50.13,Transient
0.7143,1.043,1.46,0.315,0.0,50,50.022,35.51,Normal
0.6202,1.0159,1.638,0.609,127.0,50,50.014,37.41,Sag
0.7092,1.0303,1.453,7.569,0.0,50,49.992,50.12,Harmonics
0.7023,1.011,1.44,0.13,0.0,50,49.987,39.79,Normal
0.7721,1.4393,1.864,1.913,34.4,50,50.009,37.89,Swell
0.7088,1.088,1.535,6.659,0.0,50,49.993,48.68,Harmonics
0.7081,1.0481,1.48,0.162,0.0,50,50.012,39.75,Flicker
0.7118,2.1667,3.044,0.411,5.0,50,49.962,50.73,Transient
0.7144,1.0203,1.428,0.096,0.0,50,49.997,43.64,Normal
1.0685,1.7407,1.629,1.101,129.2,50,49.983,46.7,Swell
0.7036,1.0036,1.427,0.05,0.0,50,50.011,48.28,Normal
0.7135,1.0137,1.421,0.039,0.0,50,50.037,49.86,Normal
0.7104,1.4845,2.09,1.944,5.0,50,49.971,50.66,Transient
0.8999,1.4978,1.664,0.574,100.9,50,49.977,49.05,Swell
0.8939,1.3706,1.533,0.631,139.4,50,50.029,47.6,Swell
0.7148,1.0306,1.442,0.162,0.0,50,49.99,38.55,Normal
0.7085,1.177,1.661,1.134,5.0,50,50.018,53.6,Transient
0.5899,1.0166,1.723,3.224,63.2,50,49.981,39.22,Interruption
0.7087,1.0905,1.539,0.383,5.0,50,49.983,49.03,Transient
0.707,1.0042,1.42,0.042,0.0,50,50.029,50.78,Normal
0.7005,1.0026,1.431,0.156,0.0,50,49.999,40.71,Normal
0.7785,1.6168,2.077,0.879,27.6,50,49.977,47.47,Swell
0.4169,1.0017,2.403,11.475,131.7,50,50.006,50.54,Interruption
0.7138,1.0199,1.429,0.09,0.0,50,50.004,44.02,Normal
0.6621,1.009,1.524,4.281,28.3,50,49.971,45.75,Sag
0.5798,1.0152,1.751,5.217,64.2,50,49.981,41.0,Sag
0.7141,1.0201,1.429,0.087,0.0,50,50.038,44.48,Normal
0.5265,1.0065,1.912,6.932,89.1,50,49.989,44.54,Interruption
0.7497,1.1878,1.584,0.438,62.6,50,50.019,50.04,Swell
0.5244,1.0217,1.948,3.568,104.1,50,50.009,35.01,Sag
0.698,1.0068,1.442,0.174,0.0,50,50.005,38.4,Normal
0.6923,1.0036,1.45,0.194,31.4,50,49.979,51.0,Sag
0.7072,1.0282,1.454,0.988,0.0,50,50.024,37.45,Notch
0.6476,1.0058,1.553,7.505,34.9,50,50.0,46.15,Interruption
0.7417,1.2913,1.741,0.485,33.7,50,50.011,38.16,Swell
0.7008,0.9951,1.42,0.033,0.0,50,50.018,52.4,Normal
0.7076,1.468,2.075,1.036,5.0,50,50.033,54.02,Transient
0.5492,1.0051,1.83,8.558,79.0,50,49.995,45.36,Interruption
0.7051,1.0195,1.446,0.144,0.0,50,50.026,39.68,Normal
0.904,1.5968,1.766,1.259,86.1,50,49.982,35.28,Swell
0.4866,1.0039,2.063,4.273,122.4,50,49.994,49.25,Sag
0.3802,1.0013,2.633,2.002,154.9,50,49.981,54.31,Sag
0.712,1.7477,2.455,0.949,5.0,50,49.983,48.6,Transient
0.7076,1.0402,1.47,0.198,0.0,50,49.987,37.18,Flicker
0.6091,1.012,1.661,0.828,117.5,50,49.991,39.05,Sag
0.7023,0.9973,1.42,0.048,0.0,50,50.008,49.98,Normal
0.5228,1.0013,1.915,9.795,90.1,50,49.955,51.09,Interruption
0.7089,1.0079,1.422,2.59,0.0,50,50.035,46.35,Notch
0.7222,1.1193,1.55,0.275,38.1,50,49.978,43.2,Swell
0.7119,1.025,1.44,0.159,0.0,50,49.98,38.74,Normal
0.6967,0.9984,1.433,0.119,0.0,50,50.003,41.38,Normal
0.6231,1.0237,1.643,4.873,44.8,50,50.002,35.86,Sag
0.5267,1.0018,1.902,2.411,101.2,50,50.033,48.31,Sag
0.6294,1.0028,1.593,2.533,42.5,50,50.017,54.53,Interruption
0.7081,1.0104,1.427,5.622,0.0,50,50.02,48.84,Harmonics
0.7193,1.0482,1.457,0.273,0.0,50,50.013,35.59,Normal
0.7132,1.0218,1.433,6.147,0.0,50,50.03,38.54,Notch
0.7102,1.0039,1.414,3.505,0.0,50,49.976,52.36,Notch
0.8075,1.5737,1.949,1.345,45.9,50,49.99,35.34,Swell
0.526,1.0027,1.906,1.34,131.2,50,49.965,51.88,Sag
0.6025,1.0129,1.681,1.802,89.8,50,50.04,36.84,Sag
0.7093,1.0239,1.444,3.945,0.0,50,49.984,37.84,Notch
0.709,0.9765,1.377,7.426,0.0,50,50.004,41.82,Harmonics
0.7075,1.0143,1.434,0.912,5.0,50,49.993,41.07,Transient
0.6907,1.001,1.449,0.282,0.0,50,50.005,35.12,Normal
0.71,1.0614,1.495,8.966,0.0,50,49.991,52.27,Harmonics
1.1074,1.7497,1.58,0.838,146.0,50,50.017,48.84,Swell
0.7088,1.0046,1.417,1.467,0.0,50,49.927,49.92,Notch
0.4603,1.0036,2.18,6.319,119.3,50,50.004,48.14,Sag
0.7116,1.0101,1.419,0.04,0.0,50,49.971,50.31,Normal
0.6664,1.0073,1.512,3.88,29.3,50,49.993,45.97,Sag
0.7089,1.0294,1.452,6.807,0.0,50,49.979,51.24,Harmonics
0.7075,1.0005,1.414,3.602,0.0,50,50.007,50.75,Harmonics
0.6315,1.0058,1.593,1.738,45.0,50,50.013,47.18,Sag
0.7136,1.7401,2.438,1.121,5.0,50,49.956,47.89,Transient
0.7076,1.0098,1.427,0.07,0.0,50,50.031,45.55,Normal
0.5893,1.0018,1.7,2.614,72.6,50,50.038,54.46,Sag
0.7092,1.0152,1.432,7.891,0.0,50,50.012,54.91,Harmonics
0.7022,1.0232,1.457,0.267,0.0,50,49.995,37.08,Normal
0.6983,0.9919,1.42,0.043,0.0,50,49.99,49.95,Normal
0.7083,1.0323,1.457,6.229,0.0,50,50.027,38.57,Harmonics
0.7118,1.0704,1.504,11.102,0.0,50,50.015,38.92,Harmonics
0.593,1.0024,1.69,4.829,58.8,50,49.99,51.83,Interruption
0.7057,1.0017,1.419,0.048,0.0,50,49.975,49.91,Normal
0.638,1.0039,1.573,6.293,34.7,50,50.03,54.26,Sag
0.5596,1.0029,1.792,10.076,77.0,50,50.017,51.3,Sag
0.7355,1.0904,1.483,0.259,0.0,50,49.982,35.27,Flicker
0.7051,1.0187,1.445,0.196,0.0,50,49.997,37.65,Normal
0.7097,1.8538,2.612,1.814,5.0,50,49.98,44.74,Transient
0.7278,1.1256,1.547,0.276,45.3,50,49.989,52.69,Swell
0.6962,0.9901,1.422,0.05,0.0,50,49.967,47.68,Normal
0.6963,1.0076,1.447,0.243,0.0,50,49.967,36.5,Normal
0.6488,1.0119,1.56,1.158,64.4,50,49.97,39.2,Sag
0.7856,1.18,1.502,0.282,122.0,50,49.993,49.79,Swell
0.7166,1.0228,1.427,0.072,0.0,50,50.024,45.03,Normal
0.711,2.3998,3.375,0.707,5.0,50,49.998,40.87,Transient
0.7111,1.0239,1.44,9.907,0.0,50,49.98,37.19,Harmonics
0.7031,1.0003,1.423,0.066,0.0,50,50.048,47.32,Normal
0.7083,1.0131,1.43,3.326,0.0,50,50.01,46.46,Notch
0.7144,1.6031,2.244,0.838,5.0,50,49.992,42.46,Transient
0.664,1.0311,1.553,1.217,71.0,50,49.957,35.18,Sag
0.5544,1.0128,1.827,2.907,87.6,50,50.008,40.82,Sag
0.7076,1.0327,1.46,0.082,0.0,50,49.974,45.3,Flicker
0.7124,1.0134,1.423,0.041,0.0,50,50.009,50.69,Normal
0.7082,1.0122,1.429,1.482,0.0,50,49.984,42.85,Notch
0.7159,1.0175,1.421,0.031,0.0,50,50.032,53.42,Normal
0.6495,1.0246,1.578,1.173,42.5,50,50.023,36.73,Sag
0.7094,1.0903,1.537,3.068,5.0,50,49.984,43.75,Transient
0.7052,1.0014,1.42,0.031,0.0,50,49.988,53.63,Normal
0.7085,1.0245,1.446,6.392,0.0,50,50.006,53.06,Harmonics
0.7112,1.0843,1.525,10.728,0.0,50,49.982,53.06,Harmonics
0.7289,1.1222,1.539,0.268,51.3,50,50.033,46.23,Swell
0.7096,1.0404,1.466,0.057,0.0,50,49.997,47.5,Flicker
0.8328,1.7727,2.129,2.989,37.0,50,50.009,43.94,Swell
0.7022,1.0039,1.43,0.09,0.0,50,49.976,45.37,Normal
0.8778,1.3046,1.486,0.217,155.7,50,50.033,49.56,Swell
0.7213,1.0312,1.43,0.058,0.0,50,50.015,46.05,Normal
0.5873,1.0128,1.725,6.672,64.8,50,50.016,38.81,Interruption
0.702,0.9984,1.422,0.044,0.0,50,50.007,49.35,Normal
0.7126,1.0121,1.42,0.039,0.0,50,49.99,51.79,Normal
0.7087,1.0319,1.456,6.709,0.0,50,50.004,48.84,Harmonics
0.7011,1.0009,1.428,0.105,0.0,50,50.002,44.07,Normal
0.7035,1.0133,1.44,0.179,0.0,50,50.039,39.48,Normal
0.7141,1.0217,1.431,0.076,0.0,50,50.017,45.54,Normal
0.4575,1.0026,2.191,1.262,158.1,50,50.007,47.56,Sag
0.7998,1.6929,2.117,1.043,32.1,50,50.019,40.78,Swell
0.6291,1.0012,1.591,1.056,92.8,50,49.983,54.88,Sag
0.4292,1.0179,2.371,17.799,127.5,50,50.013,35.61,Interruption
0.8531,1.2937,1.516,0.32,149.5,50,50.001,37.78,Swell
0.6296,1.0033,1.594,0.798,40.2,50,50.034,52.26,Interruption
0.7083,1.0195,1.439,0.124,0.0,50,50.025,41.37,Normal
0.7077,1.0036,1.418,0.647,5.0,50,49.998,54.92,Transient
0.7024,1.0084,1.436,0.085,0.0,50,50.011,43.47,Normal
0.7052,1.0054,1.426,0.079,0.0,50,49.997,46.22,Normal
0.7282,1.0348,1.421,0.062,0.0,50,49.985,47.74,Normal
